31.00049427,-79.86792464,-212.2089996,0.756172002
31.00049427,-79.84991167,-228.7579956,0.670000232
31.00049427,-79.8318987,-245.871994,0.766703353
31.00049427,-79.81388573,-256.0740051,1.201640535
31.00049427,-79.79587276,-267.5,2.502182012
31.00049427,-79.77785978,-259.6340027,4.18429441
31.00049427,-79.75984681,-263.9500122,6.075814555
31.00049427,-79.74183384,-307.8720093,8.021071543
31.00049427,-79.72382087,-257.493988,10.14515622
31.00049427,-79.7058079,-271.0119934,12.67599615
31.00049427,-79.68779493,-325.0870056,14.30574453
31.00049427,-79.66978196,-266.1130066,15.77436635
31.00049427,-79.65176899,-313.7869873,16.52383082
31.00049427,-79.63375602,-422.0750122,16.71239217
31.00049427,-79.61574305,-323.7879944,16.98283127
31.00049427,-79.59773007,-360.8380127,17.23392066
31.00049427,-79.5797171,-545.8569946,4.790930965
31.00049427,-79.56170413,-576.5300293,2.861764558
31.00049427,-79.54369116,-597.677002,2.225467441
31.00049427,-79.52567819,-629.0640259,2.015755603
31.00049427,-79.50766522,-653.5670166,1.831555435
31.00049427,-79.48965225,-665.1339722,1.104846265
31.00049427,-79.47163928,-672.9719849,0.757540947
31.00049427,-79.45362631,-677.8369751,0.671439137
31.00049427,-79.43561334,-680.1799927,0.584788784
31.00049427,-79.41760036,-682.8660278,0.557775202
31.00049427,-79.39958739,-686.4730225,0.520850006
31.00049427,-79.38157442,-687.8540039,0.452030937
31.00049427,-79.36356145,-689.4050293,0.388446269
31.00049427,-79.34554848,-691.5599976,0.347906707
31.00049427,-79.32753551,-692.257019,0.327918305
31.00049427,-79.30952254,-693.5750122,0.317476307
31.00049427,-79.29150957,-695.9899902,0.285156802
31.00049427,-79.2734966,-697.2280273,0.268588766
31.00049427,-79.25548363,-698.7030029,0.272930427
31.00049427,-79.23747065,-700.8239746,0.273592624
31.00049427,-79.21945768,-702.6489868,0.288566978
31.00049427,-79.20144471,-704.5360107,0.304269965
31.00049427,-79.18343174,-707.2050171,0.314722022
31.00049427,-79.16541877,-709.7160034,0.31720021
31.00049427,-79.1474058,-712.6149902,0.325052121
31.00049427,-79.12939283,-716.6539917,0.337318799
31.00049427,-79.11137986,-721.7180176,0.352752709
31.00049427,-79.09336689,-727.7340088,0.36764396
31.00049427,-79.07535392,-735.3460083,0.404859372
31.00049427,-79.05734094,-744.4249878,0.437046504
31.00049427,-79.03932797,-754.7990112,0.457372258
31.00049427,-79.021315,-766.1920166,0.432460365
31.00049427,-79.00330203,-775.8430176,0.353462752
31.00049427,-78.98528906,-789.8449707,0.614037998
31.00049427,-78.96727609,-806.2800293,0.600685567
31.00049427,-78.94926312,-822.434021,0.588635971
31.00049427,-78.93125015,-838.8270264,0.601716588
31.00049427,-78.91323718,-855.6939697,0.606310804
31.00049427,-78.89522421,-872.1049805,0.603485165
31.00049427,-78.87721123,-888.5079956,0.602289689
31.00049427,-78.85919826,-905.1209717,0.609293439
31.00049427,-78.84118529,-921.5640259,0.60266231
31.00049427,-78.82317232,-938.0410156,0.609621136
31.00049427,-78.80515935,-954.6530151,0.623828223
31.00049427,-78.78714638,-971.3099976,0.603373115
31.00049427,-78.76913341,-987.3280029,0.622246639
31.01850724,-79.86792464,-200.6439972,0.939769285
31.01850724,-79.84991167,-219.1069946,0.579511319
31.01850724,-79.8318987,-236.1450043,0.739401746
31.01850724,-79.81388573,-247.4129944,0.173209041
31.01850724,-79.79587276,-242.602005,0.23678373
31.01850724,-79.77785978,-234.1710052,0.372786914
31.01850724,-79.75984681,-222.8320007,0.447940826
31.01850724,-79.74183384,-209.0919952,0.539912566
31.01850724,-79.61574305,-210.1649933,0.370409082
31.01850724,-79.59773007,-221.0789948,1.714148313
31.01850724,-79.5797171,-364.9840088,4.928359832
31.01850724,-79.56170413,-450.2189941,3.084412781
31.01850724,-79.54369116,-506.8280029,2.703077298
31.01850724,-79.52567819,-535.5079956,2.366244865
31.01850724,-79.50766522,-592.8469849,2.40382103
31.01850724,-79.48965225,-631.5830078,1.044007551
31.01850724,-79.47163928,-638.1329956,1.061736227
31.01850724,-79.45362631,-644.4099731,0.98259901
31.01850724,-79.43561334,-647.3510132,1.001561384
31.01850724,-79.41760036,-650.867981,0.894436818
31.01850724,-79.39958739,-654.65802,0.826644197
31.01850724,-79.38157442,-663.4329834,0.747684466
31.01850724,-79.36356145,-667.3049927,0.658233463
31.01850724,-79.34554848,-669.1030273,0.665883014
31.01850724,-79.32753551,-670.7069702,0.651070263
31.01850724,-79.30952254,-672.6240234,0.625521095
31.01850724,-79.29150957,-678.0949707,0.526335069
31.01850724,-79.2734966,-680.065979,0.521753936
31.01850724,-79.25548363,-682.2839966,0.486363342
31.01850724,-79.23747065,-684.8649902,0.483267611
31.01850724,-79.21945768,-686.8049927,0.481088239
31.01850724,-79.20144471,-688.9639893,0.478212368
31.01850724,-79.18343174,-691.3790283,0.474488439
31.01850724,-79.16541877,-694.2329712,0.467650978
